round,k,threshold,f1,precision,recall
16,1,0.984984984984985,0.6981132075471698,0.6826568265682657,0.7142857142857143
16,3,0.993993993993994,0.8948374760994264,0.8863636363636364,0.9034749034749034
16,5,0.996996996996997,0.8979591836734694,0.8642857142857143,0.9343629343629344
16,10,0.997997997997998,0.8304761904761905,0.8195488721804511,0.8416988416988417
17,1,0.984984984984985,0.7229862475442044,0.736,0.7104247104247104
17,3,0.994994994994995,0.8981132075471698,0.8782287822878229,0.918918918918919
17,5,0.996996996996997,0.8979591836734694,0.8642857142857143,0.9343629343629344
17,10,0.997997997997998,0.8342857142857143,0.8233082706766918,0.8455598455598455
18,1,0.984984984984985,0.700587084148728,0.7103174603174603,0.6911196911196911
18,3,0.995995995995996,0.8962962962962963,0.8612099644128114,0.9343629343629344
18,5,0.996996996996997,0.8488372093023255,0.8521400778210116,0.8455598455598455
18,10,0.997997997997998,0.8423076923076923,0.8390804597701149,0.8455598455598455
19,1,0.984984984984985,0.6956521739130435,0.6814814814814815,0.7104247104247104
19,3,0.994994994994995,0.896421845574388,0.875,0.918918918918919
19,5,0.996996996996997,0.8938547486033519,0.8633093525179856,0.9266409266409267
19,10,0.997997997997998,0.8374760994263862,0.8295454545454546,0.8455598455598455
20,1,0.984984984984985,0.7165354330708661,0.7309236947791165,0.7027027027027027
20,3,0.994994994994995,0.896421845574388,0.875,0.918918918918919
20,5,0.996996996996997,0.8488372093023255,0.8521400778210116,0.8455598455598455
20,10,0.997997997997998,0.8374760994263862,0.8295454545454546,0.8455598455598455
21,1,0.9819819819819819,0.676923076923077,0.7857142857142857,0.5945945945945946
21,3,0.994994994994995,0.8981132075471698,0.8782287822878229,0.918918918918919
21,5,0.996996996996997,0.851063829787234,0.8527131782945736,0.8494208494208494
21,10,0.997997997997998,0.8390804597701149,0.8326996197718631,0.8455598455598455
22,1,0.984984984984985,0.716,0.7427385892116183,0.6911196911196911
22,3,0.994994994994995,0.898876404494382,0.8727272727272727,0.9266409266409267
22,5,0.996996996996997,0.8917910447761194,0.8628158844765343,0.9227799227799228
22,10,0.997997997997998,0.836852207293666,0.8320610687022901,0.8416988416988417
23,1,0.984984984984985,0.7137254901960784,0.7250996015936255,0.7027027027027027
23,3,0.996996996996997,0.8983364140480592,0.8617021276595744,0.9382239382239382
23,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
23,10,0.997997997997998,0.8390804597701149,0.8326996197718631,0.8455598455598455
24,1,0.984984984984985,0.6996047430830039,0.7165991902834008,0.6833976833976834
24,3,0.994994994994995,0.897196261682243,0.8695652173913043,0.9266409266409267
24,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
24,10,0.997997997997998,0.8384615384615385,0.8352490421455939,0.8416988416988417
25,1,0.984984984984985,0.7033398821218074,0.716,0.6911196911196911
25,3,0.994994994994995,0.8955223880597015,0.8664259927797834,0.9266409266409267
25,5,0.996996996996997,0.8466019417475729,0.8515625,0.8416988416988417
25,10,0.997997997997998,0.8390804597701149,0.8326996197718631,0.8455598455598455
26,1,0.983983983983984,0.7280334728033473,0.7945205479452054,0.6718146718146718
26,3,0.996996996996997,0.8620037807183365,0.8444444444444444,0.8803088803088803
26,5,0.996996996996997,0.8488372093023255,0.8521400778210116,0.8455598455598455
26,10,0.997997997997998,0.8362235067437379,0.8346153846153846,0.8378378378378378
27,1,0.9829829829829829,0.7160493827160493,0.7665198237885462,0.6718146718146718
27,3,0.995995995995996,0.8625954198473282,0.8528301886792453,0.8725868725868726
27,5,0.996996996996997,0.8443579766536965,0.8509803921568627,0.8378378378378378
27,10,0.997997997997998,0.8374760994263862,0.8295454545454546,0.8455598455598455
28,1,0.983983983983984,0.7208333333333333,0.7828054298642534,0.667953667953668
28,3,0.996996996996997,0.8593155893536122,0.846441947565543,0.8725868725868726
28,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
28,10,0.997997997997998,0.8390804597701149,0.8326996197718631,0.8455598455598455
29,1,0.984984984984985,0.7196819085487077,0.7418032786885246,0.6988416988416989
29,3,0.996996996996997,0.8625954198473282,0.8528301886792453,0.8725868725868726
29,5,0.996996996996997,0.8443579766536965,0.8509803921568627,0.8378378378378378
29,10,0.997997997997998,0.8390804597701149,0.8326996197718631,0.8455598455598455
30,1,0.986986986986987,0.7311827956989247,0.6822742474916388,0.7876447876447876
30,3,0.996996996996997,0.8631178707224335,0.850187265917603,0.8764478764478765
30,5,0.996996996996997,0.8443579766536965,0.8509803921568627,0.8378378378378378
30,10,0.997997997997998,0.8384615384615385,0.8352490421455939,0.8416988416988417
31,1,0.983983983983984,0.725050916496945,0.7672413793103449,0.6872586872586872
31,3,0.996996996996997,0.8614800759013282,0.8470149253731343,0.8764478764478765
31,5,0.996996996996997,0.83984375,0.849802371541502,0.8301158301158301
31,10,0.997997997997998,0.836852207293666,0.8320610687022901,0.8416988416988417
32,1,0.984984984984985,0.7225548902195609,0.7479338842975206,0.6988416988416989
32,3,0.996996996996997,0.8604206500956023,0.8522727272727273,0.8687258687258688
32,5,0.996996996996997,0.83984375,0.849802371541502,0.8301158301158301
32,10,0.997997997997998,0.8372093023255814,0.8404669260700389,0.833976833976834
33,1,0.983983983983984,0.7447698744769874,0.8127853881278538,0.6872586872586872
33,3,0.996996996996997,0.8587786259541985,0.8490566037735849,0.8687258687258688
33,5,0.996996996996997,0.84375,0.8537549407114624,0.833976833976834
33,10,0.997997997997998,0.8388349514563107,0.84375,0.833976833976834
34,1,0.9829829829829829,0.7446808510638298,0.8293838862559242,0.6756756756756757
34,3,0.995995995995996,0.8582375478927203,0.8517110266159695,0.8648648648648649
34,5,0.996996996996997,0.83984375,0.849802371541502,0.8301158301158301
34,10,0.997997997997998,0.8404669260700389,0.8470588235294118,0.833976833976834
35,1,0.984984984984985,0.7389558232931727,0.7698744769874477,0.7104247104247104
35,3,0.996996996996997,0.8609523809523809,0.849624060150376,0.8725868725868726
35,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
35,10,0.997997997997998,0.8372093023255814,0.8404669260700389,0.833976833976834
36,1,0.9829829829829829,0.7315010570824524,0.8084112149532711,0.667953667953668
36,3,0.996996996996997,0.8614800759013282,0.8470149253731343,0.8764478764478765
36,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
36,10,0.997997997997998,0.8404669260700389,0.8470588235294118,0.833976833976834
37,1,0.984984984984985,0.736,0.7634854771784232,0.7104247104247104
37,3,0.996996996996997,0.8593155893536122,0.846441947565543,0.8725868725868726
37,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
37,10,0.997997997997998,0.8421052631578947,0.8503937007874016,0.833976833976834
38,1,0.984984984984985,0.731610337972167,0.7540983606557377,0.7104247104247104
38,3,0.996996996996997,0.8631178707224335,0.850187265917603,0.8764478764478765
38,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
38,10,0.997997997997998,0.8470588235294118,0.8605577689243028,0.833976833976834
39,1,0.9819819819819819,0.7244444444444444,0.8534031413612565,0.6293436293436293
39,3,0.996996996996997,0.8652751423149905,0.8507462686567164,0.8803088803088803
39,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
39,10,0.997997997997998,0.8431372549019608,0.8565737051792829,0.8301158301158301
40,1,0.9819819819819819,0.7256637168141593,0.8497409326424871,0.6332046332046332
40,3,0.996996996996997,0.8631178707224335,0.850187265917603,0.8764478764478765
40,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
40,10,0.997997997997998,0.8365758754863813,0.8431372549019608,0.8301158301158301
41,1,0.9829829829829829,0.7261410788381742,0.7847533632286996,0.6756756756756757
41,3,0.996996996996997,0.8631178707224335,0.850187265917603,0.8764478764478765
41,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
41,10,0.997997997997998,0.8431372549019608,0.8565737051792829,0.8301158301158301
42,1,0.9829829829829829,0.7302904564315352,0.7892376681614349,0.6795366795366795
42,3,0.996996996996997,0.8609523809523809,0.849624060150376,0.8725868725868726
42,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
42,10,0.997997997997998,0.8431372549019608,0.8565737051792829,0.8301158301158301
43,1,0.9829829829829829,0.7261410788381742,0.7847533632286996,0.6756756756756757
43,3,0.996996996996997,0.8631178707224335,0.850187265917603,0.8764478764478765
43,5,0.996996996996997,0.8421052631578947,0.8503937007874016,0.833976833976834
43,10,0.997997997997998,0.8431372549019608,0.8565737051792829,0.8301158301158301
