round,k,threshold,f1,precision,recall
1,1,0.9779779779779779,0.7223382045929019,0.7863636363636364,0.667953667953668
1,3,0.991991991991992,0.8631984585741811,0.8615384615384616,0.8648648648648649
1,5,0.991991991991992,0.8336673346693386,0.8666666666666667,0.803088803088803
1,10,0.994994994994995,0.7487684729064039,0.6514285714285715,0.8803088803088803
2,1,0.9819819819819819,0.6958250497017893,0.7172131147540983,0.6756756756756757
2,3,0.996996996996997,0.9094202898550725,0.856655290102389,0.9691119691119691
2,5,0.996996996996997,0.9020332717190388,0.8652482269503546,0.9420849420849421
2,10,0.996996996996997,0.887189292543021,0.8787878787878788,0.8957528957528957
3,1,0.984984984984985,0.6979655712050078,0.5868421052631579,0.861003861003861
3,3,0.996996996996997,0.9047619047619048,0.8606271777003485,0.9536679536679536
3,5,0.996996996996997,0.9040590405904059,0.8657243816254417,0.9459459459459459
3,10,0.996996996996997,0.8842504743833017,0.8694029850746269,0.8996138996138996
4,1,0.984984984984985,0.6554878048780488,0.5415617128463476,0.8301158301158301
4,3,0.996996996996997,0.8945454545454545,0.845360824742268,0.9498069498069498
4,5,0.996996996996997,0.9020332717190388,0.8652482269503546,0.9420849420849421
4,10,0.996996996996997,0.8876404494382022,0.8618181818181818,0.915057915057915
5,1,0.984984984984985,0.6816720257234726,0.5840220385674931,0.8185328185328186
5,3,0.995995995995996,0.8909426987060998,0.8546099290780141,0.9305019305019305
5,5,0.996996996996997,0.8979591836734694,0.8642857142857143,0.9343629343629344
5,10,0.996996996996997,0.8787878787878788,0.862453531598513,0.8957528957528957
6,1,0.984984984984985,0.6794258373205742,0.5788043478260869,0.8223938223938224
6,3,0.996996996996997,0.8981818181818182,0.8487972508591065,0.9536679536679536
6,5,0.996996996996997,0.8979591836734694,0.8642857142857143,0.9343629343629344
6,10,0.997997997997998,0.8298279158699808,0.821969696969697,0.8378378378378378
7,1,0.9819819819819819,0.6826086956521739,0.7810945273631841,0.6061776061776062
7,3,0.996996996996997,0.8917431192660551,0.8496503496503497,0.9382239382239382
7,5,0.996996996996997,0.8893058161350844,0.864963503649635,0.915057915057915
7,10,0.997997997997998,0.8307692307692308,0.8275862068965517,0.833976833976834
8,1,0.9829829829829829,0.6888454011741683,0.6984126984126984,0.6795366795366795
8,3,0.996996996996997,0.8942486085343229,0.8607142857142858,0.9305019305019305
8,5,0.996996996996997,0.8930581613508443,0.8686131386861314,0.918918918918919
8,10,0.996996996996997,0.8067940552016986,0.8962264150943396,0.7335907335907336
9,1,0.9819819819819819,0.6912442396313364,0.8571428571428571,0.5791505791505791
9,3,0.996996996996997,0.8901303538175046,0.8597122302158273,0.9227799227799228
9,5,0.996996996996997,0.8846880907372401,0.8666666666666667,0.9034749034749034
9,10,0.996996996996997,0.814498933901919,0.9095238095238095,0.7374517374517374
10,1,0.9819819819819819,0.6954643628509719,0.7892156862745098,0.6216216216216216
10,3,0.996996996996997,0.8909774436090225,0.8681318681318682,0.915057915057915
10,5,0.996996996996997,0.8863636363636364,0.8698884758364313,0.9034749034749034
10,10,0.996996996996997,0.8222698072805139,0.9230769230769231,0.7413127413127413
11,1,0.9829829829829829,0.7054108216432866,0.7333333333333333,0.6795366795366795
11,3,0.996996996996997,0.8909774436090225,0.8681318681318682,0.915057915057915
11,5,0.996996996996997,0.8821292775665399,0.8689138576779026,0.8957528957528957
11,10,0.996996996996997,0.8189655172413793,0.926829268292683,0.7335907335907336
12,1,0.9819819819819819,0.7042889390519187,0.8478260869565217,0.6023166023166023
12,3,0.996996996996997,0.8909774436090225,0.8681318681318682,0.915057915057915
12,5,0.996996996996997,0.88,0.868421052631579,0.8918918918918919
12,10,0.996996996996997,0.821505376344086,0.9271844660194175,0.7374517374517374
13,1,0.9829829829829829,0.728421052631579,0.8009259259259259,0.667953667953668
13,3,0.996996996996997,0.8888888888888888,0.8676470588235294,0.9111969111969112
13,5,0.996996996996997,0.8816793893129771,0.8716981132075472,0.8918918918918919
13,10,0.996996996996997,0.806941431670282,0.9207920792079208,0.7181467181467182
14,1,0.984984984984985,0.7145631067961165,0.71875,0.7104247104247104
14,3,0.996996996996997,0.8867924528301887,0.8671586715867159,0.9073359073359073
14,5,0.996996996996997,0.8807692307692307,0.8773946360153256,0.8841698841698842
14,10,0.996996996996997,0.811529933481153,0.953125,0.7065637065637066
15,1,0.984984984984985,0.7290836653386454,0.7530864197530864,0.7065637065637066
15,3,0.996996996996997,0.8888888888888888,0.8676470588235294,0.9111969111969112
15,5,0.996996996996997,0.8769230769230769,0.8735632183908046,0.8803088803088803
15,10,0.996996996996997,0.8125,0.9629629629629629,0.7027027027027027
16,1,0.984984984984985,0.7279843444227005,0.7380952380952381,0.7181467181467182
16,3,0.996996996996997,0.8863636363636364,0.8698884758364313,0.9034749034749034
16,5,0.996996996996997,0.8682170542635659,0.8715953307392996,0.8648648648648649
16,10,0.996996996996997,0.811529933481153,0.953125,0.7065637065637066
17,1,0.984984984984985,0.7233201581027668,0.7408906882591093,0.7065637065637066
17,3,0.996996996996997,0.8821292775665399,0.8689138576779026,0.8957528957528957
17,5,0.996996996996997,0.87279843444227,0.8849206349206349,0.861003861003861
17,10,0.996996996996997,0.814317673378076,0.9680851063829787,0.7027027027027027
18,1,0.983983983983984,0.7302231237322515,0.7692307692307693,0.694980694980695
18,3,0.996996996996997,0.8821292775665399,0.8689138576779026,0.8957528957528957
18,5,0.996996996996997,0.857707509881423,0.8785425101214575,0.8378378378378378
18,10,0.996996996996997,0.8116591928251121,0.9679144385026738,0.6988416988416989
19,1,0.984984984984985,0.7453416149068323,0.8035714285714286,0.694980694980695
19,3,0.996996996996997,0.8778625954198473,0.8679245283018868,0.888030888030888
19,5,0.996996996996997,0.8661417322834646,0.8835341365461847,0.8494208494208494
19,10,0.996996996996997,0.8063063063063063,0.9675675675675676,0.6911196911196911
20,1,0.984984984984985,0.7829787234042553,0.8720379146919431,0.7104247104247104
20,3,0.993993993993994,0.8805031446540881,0.963302752293578,0.8108108108108109
20,5,0.996996996996997,0.8695652173913043,0.8906882591093117,0.8494208494208494
20,10,0.996996996996997,0.8063063063063063,0.9675675675675676,0.6911196911196911
21,1,0.984984984984985,0.75564681724846,0.8070175438596491,0.7104247104247104
21,3,0.993993993993994,0.8842105263157894,0.9722222222222222,0.8108108108108109
21,5,0.996996996996997,0.8717948717948718,0.8911290322580645,0.8532818532818532
21,10,0.996996996996997,0.7981859410430839,0.967032967032967,0.6795366795366795
22,1,0.984984984984985,0.7566462167689162,0.8043478260869565,0.7142857142857143
22,3,0.993993993993994,0.8786610878661087,0.958904109589041,0.8108108108108109
22,5,0.996996996996997,0.8712871287128713,0.8943089430894309,0.8494208494208494
22,10,0.996996996996997,0.814317673378076,0.9680851063829787,0.7027027027027027
23,1,0.984984984984985,0.7653276955602537,0.8457943925233645,0.6988416988416989
23,3,0.993993993993994,0.8823529411764706,0.967741935483871,0.8108108108108109
23,5,0.996996996996997,0.8673267326732673,0.8902439024390244,0.8455598455598455
23,10,0.996996996996997,0.8036117381489842,0.967391304347826,0.6872586872586872
24,1,0.984984984984985,0.7794432548179872,0.875,0.7027027027027027
24,3,0.993993993993994,0.8837209302325582,0.9766355140186916,0.806949806949807
24,5,0.994994994994995,0.8717948717948718,0.9760765550239234,0.7876447876447876
24,10,0.996996996996997,0.8018018018018018,0.9621621621621622,0.6872586872586872
25,1,0.984984984984985,0.767590618336887,0.8571428571428571,0.694980694980695
25,3,0.993993993993994,0.8837209302325582,0.9766355140186916,0.806949806949807
25,5,0.996996996996997,0.8725099601593626,0.9012345679012346,0.8455598455598455
25,10,0.996996996996997,0.7972972972972973,0.9567567567567568,0.6833976833976834
26,1,0.984984984984985,0.7695560253699789,0.8504672897196262,0.7027027027027027
26,3,0.993993993993994,0.8818565400843882,0.9720930232558139,0.806949806949807
26,5,0.994994994994995,0.8760683760683761,0.9808612440191388,0.7915057915057915
26,10,0.996996996996997,0.7981859410430839,0.967032967032967,0.6795366795366795
