round,k,threshold,f1,precision,recall
27,1,0.984984984984985,0.7792207792207793,0.8866995073891626,0.694980694980695
27,3,0.993993993993994,0.8837209302325582,0.9766355140186916,0.806949806949807
27,5,0.996996996996997,0.8714859437751004,0.9079497907949791,0.8378378378378378
27,10,0.996996996996997,0.7990970654627539,0.9619565217391305,0.6833976833976834
28,1,0.984984984984985,0.7758620689655172,0.8780487804878049,0.694980694980695
28,3,0.993993993993994,0.8837209302325582,0.9766355140186916,0.806949806949807
28,5,0.996996996996997,0.8697394789579158,0.9041666666666667,0.8378378378378378
28,10,0.996996996996997,0.7981859410430839,0.967032967032967,0.6795366795366795
29,1,0.984984984984985,0.7633262260127932,0.8523809523809524,0.6911196911196911
29,3,0.993993993993994,0.8874734607218684,0.9858490566037735,0.806949806949807
29,5,0.996996996996997,0.87374749498998,0.9083333333333333,0.8416988416988417
29,10,0.996996996996997,0.7981859410430839,0.967032967032967,0.6795366795366795
30,1,0.986986986986987,0.7622641509433963,0.7453874538745388,0.7799227799227799
30,3,0.993993993993994,0.885593220338983,0.9812206572769953,0.806949806949807
30,5,0.994994994994995,0.871244635193133,0.9806763285024155,0.7837837837837838
30,10,0.996996996996997,0.8009049773755657,0.9672131147540983,0.6833976833976834
31,1,0.986986986986987,0.7570621468926554,0.7389705882352942,0.7760617760617761
31,3,0.993993993993994,0.8874734607218684,0.9858490566037735,0.806949806949807
31,5,0.996996996996997,0.8757637474541752,0.9267241379310345,0.8301158301158301
31,10,0.996996996996997,0.7862068965517242,0.9715909090909091,0.6602316602316602
32,1,0.984984984984985,0.7629310344827587,0.8634146341463415,0.6833976833976834
32,3,0.993993993993994,0.885593220338983,0.9812206572769953,0.806949806949807
32,5,0.996996996996997,0.8811475409836066,0.9388646288209607,0.8301158301158301
32,10,0.996996996996997,0.7954545454545454,0.9668508287292817,0.6756756756756757
33,1,0.984984984984985,0.7647058823529411,0.8387096774193549,0.7027027027027027
33,3,0.993993993993994,0.885593220338983,0.9812206572769953,0.806949806949807
33,5,0.996996996996997,0.8747433264887063,0.9342105263157895,0.8223938223938224
33,10,0.996996996996997,0.7981859410430839,0.967032967032967,0.6795366795366795
34,1,0.984984984984985,0.7526427061310782,0.8317757009345794,0.6872586872586872
34,3,0.993993993993994,0.8851063829787233,0.985781990521327,0.803088803088803
34,5,0.996996996996997,0.8801652892561983,0.9466666666666667,0.8223938223938224
34,10,0.996996996996997,0.7899543378995434,0.9664804469273743,0.667953667953668
35,1,0.984984984984985,0.7610993657505285,0.8411214953271028,0.694980694980695
35,3,0.993993993993994,0.885593220338983,0.9812206572769953,0.806949806949807
35,5,0.996996996996997,0.8824742268041237,0.9469026548672567,0.8262548262548263
35,10,0.996996996996997,0.7899543378995434,0.9664804469273743,0.667953667953668
36,1,0.984984984984985,0.7563025210084033,0.8294930875576036,0.694980694980695
36,3,0.993993993993994,0.8851063829787233,0.985781990521327,0.803088803088803
36,5,0.996996996996997,0.8847736625514403,0.947136563876652,0.8301158301158301
36,10,0.996996996996997,0.8,0.9723756906077348,0.6795366795366795
